ukprn,he_provider,academic_year,country_of_he_provider,region_of_he_provider,category_marker,category,value
10003957,Liverpool John Moores University,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10003945,The Liverpool Institute for Performing Arts,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10003945,The Liverpool Institute for Performing Arts,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003945,The Liverpool Institute for Performing Arts,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10006842,The University of Liverpool,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10006842,The University of Liverpool,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Medium
10006842,The University of Liverpool,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10003958,Liverpool School of Tropical Medicine,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10003958,Liverpool School of Tropical Medicine,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10003958,Liverpool School of Tropical Medicine,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007162,"University of the Arts, London",2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007162,"University of the Arts, London",2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007162,"University of the Arts, London",2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007769,London Business School,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007769,London Business School,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007769,London Business School,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007797,University of London (Institutes and activities),2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007797,University of London (Institutes and activities),2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007797,University of London (Institutes and activities),2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10004048,London Metropolitan University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10004048,London Metropolitan University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10004048,London Metropolitan University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10004078,London South Bank University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Basic
10004078,London South Bank University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,Basic
10004078,London South Bank University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Basic
10004063,London School of Economics and Political Science,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004063,London School of Economics and Political Science,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004063,London School of Economics and Political Science,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007771,London School of Hygiene and Tropical Medicine,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007771,London School of Hygiene and Tropical Medicine,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,NA
10007771,London School of Hygiene and Tropical Medicine,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004113,Loughborough University,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004113,Loughborough University,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004113,Loughborough University,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10004180,The Manchester Metropolitan University,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004180,The Manchester Metropolitan University,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004180,The Manchester Metropolitan University,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007798,The University of Manchester,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007798,The University of Manchester,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Residential,NA
10007798,The University of Manchester,2018/19,England,North West,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004351,Middlesex University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10004351,Middlesex University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Residential,Medium
10004351,Middlesex University,2018/19,England,London,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007799,Newcastle University,2018/19,England,North East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007799,Newcastle University,2018/19,England,North East,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007799,Newcastle University,2018/19,England,North East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10007832,Newman University,2018/19,England,West Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10007832,Newman University,2018/19,England,West Midlands,Method of Scope 3 carbon emissions from waste,Residential,NA
10007832,Newman University,2018/19,England,West Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007138,The University of Northampton,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007138,The University of Northampton,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Medium
10007138,The University of Northampton,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10001282,University of Northumbria at Newcastle,2018/19,England,North East,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10001282,University of Northumbria at Newcastle,2018/19,England,North East,Method of Scope 3 carbon emissions from waste,Residential,NA
10001282,University of Northumbria at Newcastle,2018/19,England,North East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10004775,Norwich University of the Arts,2018/19,England,East of England,Method of Scope 3 carbon emissions from waste,Non-residential,NA
10004775,Norwich University of the Arts,2018/19,England,East of England,Method of Scope 3 carbon emissions from waste,Residential,NA
10004775,Norwich University of the Arts,2018/19,England,East of England,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,NA
10007154,University of Nottingham,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10007154,University of Nottingham,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10007154,University of Nottingham,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10004797,The Nottingham Trent University,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Non-residential,Detailed
10004797,The Nottingham Trent University,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Residential,Detailed
10004797,The Nottingham Trent University,2018/19,England,East Midlands,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Detailed
10007773,The Open University,2018/19,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
10007773,The Open University,2018/19,England,South East,Method of Scope 3 carbon emissions from waste,Residential,NA
10007773,The Open University,2018/19,England,South East,Method of Scope 3 carbon emissions from waste,Total method used to calculate scope 3 carbon emissions from waste,Medium
10004930,Oxford Brookes University,2018/19,England,South East,Method of Scope 3 carbon emissions from waste,Non-residential,Medium
